key,en_us
text.gm4.guidebook.orb_of_ankou.note.rushing,Increasingly faster and longer Speed burst
text.gm4.guidebook.orb_of_ankou.note.shrieking,"Sonic boom 15 blocks far, dealing 6 hearts of damage"
text.gm4.guidebook.orb_of_ankou.sneak_tap_pneumas,The following pneumas activate while sneaking:
text.gm4.guidebook.orb_of_ankou.note.blinding,Blindness AOE for 7 seconds
text.gm4.guidebook.orb_of_ankou.note.feathery,Grants Slow Falling for 7 seconds
text.gm4.guidebook.orb_of_ankou.note.gazing,Grants Night Vision for 30 seconds
text.gm4.guidebook.orb_of_ankou.note.soaring,Sneaking toggles the ability: Look up to ascend and down to descend
text.gm4.guidebook.orb_of_ankou.note.vanishing,Grants Invisibility for 90 seconds
text.gm4.guidebook.orb_of_ankou.sneak_hold_pneumas,The following pneumas activate while continuously sneaking:
text.gm4.guidebook.orb_of_ankou.note.phasing,Allows walking through 1-wide walls
text.gm4.guidebook.orb_of_ankou.note.scaling,Allows climbing up walls
text.gm4.guidebook.orb_of_ankou.note.sniffing,Sniffs up torchflowers and pitcher pods
