key,en_us
text.gm4.guidebook.combat_expanded.damage_taken_armor,The following armor modifiers are activated when damage is taken:
text.gm4.guidebook.combat_expanded.reactive_modifier,- Gain absorption for 30 seconds\n- Reduced armor
text.gm4.guidebook.combat_expanded.vorpal_modifier,- Teleport to a random location within 16 blocks when damaged\n- Full knockback resistance when equipped
text.gm4.guidebook.combat_expanded.killing_armor,The following armor modifiers are activated when upon killing:
text.gm4.guidebook.combat_expanded.vamp_modifier,- Regenerate a heart of health\n- Reduced armor
text.gm4.guidebook.combat_expanded.totem_modifier,"- Summons a totem that gives allies regeneration, resistance, speed, or strength\n- Totems can stack if mobs are killed within its range of 18 blocks"
text.gm4.guidebook.combat_expanded.safe_armor,The following armor modifiers are activated while not in combat:
text.gm4.guidebook.combat_expanded.scout_modifier,- Quicker movement speed
text.gm4.guidebook.combat_expanded.archer_modifier,- Multiple arrows will be shot from a single arrow shot\n- Lower attack speed when equipped
text.gm4.guidebook.combat_expanded.shielded_modifier,- Gain absorption
text.gm4.guidebook.combat_expanded.sneak_modifier,"- Gains invisibility when sneaking, when sneaking ends gain attack speed"
text.gm4.guidebook.combat_expanded.low_health_armor,The following armor modifiers are activated while below half health:
text.gm4.guidebook.combat_expanded.second_wind_modifier,"- Stores some damage taken, then restores it when the wearer is out of combat\n- Reduced armor"
text.gm4.guidebook.combat_expanded.poised_modifier,"- Higher attack damage, but lower armor\n- Has an opposite effect when health is below 50%"
text.gm4.guidebook.combat_expanded.soothe_modifier,- AOE of healing effect and regeneration\n- Can be recharged by killing mobs
text.gm4.guidebook.combat_expanded.high_health_armor,The following armor modifiers are activated while above half health:
text.gm4.guidebook.combat_expanded.half_modifier,- Damage is dealt until wearer is at half health\n- Resistance III when equipped
text.gm4.guidebook.combat_expanded.immune_modifier,"- Immune to mining fatigue, poison or weakness, and to hunger, blindness, nausea or wither"
text.gm4.guidebook.combat_expanded.deep_modifier,Mobs spawned in %s are tougher to kill.\n\nDrowned are faster as well.
text.gm4.guidebook.combat_expanded.reef_modifier,Drowned spawned in %s are much more powerful and more frequently carry tridents.\n\nGuardians can be found here even outside of Ocean Monuments.
text.gm4.guidebook.combat_expanded.toxic_modifier_2,"Mobs spawned in %s areas are weaker, but apply weakness, hunger, and poison.\n\nSpider clusters can be found."
advancement.gm4.combat_expanded.vorpal.title,Vwoops!
advancement.gm4.combat_expanded.vorpal.description,Who thought this was a good idea?
item.gm4.combat_expanded.lore.archer_description,Fire many arrows
item.gm4.combat_expanded.lore.beacon_description,"Lights the way, sneak to glow"
item.gm4.combat_expanded.name.berserk,Berserkers %s
item.gm4.combat_expanded.lore.burn,Burning Aura
item.gm4.combat_expanded.lore.burn_description,"Stacks 8 times, 0.25 damage per stack"
item.gm4.combat_expanded.lore.burn_description_2,At full stacks gain %s
item.gm4.combat_expanded.name.burn,Burning %s
item.gm4.combat_expanded.lore.canine_description,A loyal friend to fight by your side
item.gm4.combat_expanded.lore.canine_description_2,Command to sit to lose aggro
item.gm4.combat_expanded.lore.canine_description_3,Feed to strengthen
item.gm4.combat_expanded.lore.weightless,Reduced %s
item.gm4.combat_expanded.lore.convert,Convert Armor to Health
item.gm4.combat_expanded.name.convert,Hearty %s
item.gm4.combat_expanded.lore.drain,%s (Max %s)
item.gm4.combat_expanded.name.drain,Draining %s
item.gm4.combat_expanded.lore.focus,%s Aura
item.gm4.combat_expanded.name.focus,Focused %s
item.gm4.combat_expanded.lore.horse_description,%s stacks like Enchantments (2x %s = %s)
item.gm4.combat_expanded.lore.husk_description,Stacks up to level %s
item.gm4.combat_expanded.lore.husk_description_2,+1 level per extra piece
item.gm4.combat_expanded.lore.link_2,Rename to Link
item.gm4.combat_expanded.lore.link,When Linked:
item.gm4.combat_expanded.lore.link_3,Lifelink
item.gm4.combat_expanded.lore.link_description,Share Health with others in the link
item.gm4.combat_expanded.lore.reactive_description,Cannot trigger again for 30 seconds
item.gm4.combat_expanded.lore.reckless_description,Cannot go below 0 %s
item.gm4.combat_expanded.name.reckless,Reckless %s
item.gm4.combat_expanded.lore.second_wind,Store %s of Damage
item.gm4.combat_expanded.lore.second_wind_2,Restore Stored Health
item.gm4.combat_expanded.lore.shielded,Lose %s
item.gm4.combat_expanded.lore.sneak,If Sneaking:
item.gm4.combat_expanded.lore.sneak_2,Stop Sneaking:
item.gm4.combat_expanded.lore.lightning,Charge
item.gm4.combat_expanded.lore.lightning_description_2,Charge effect stacks when re-applied
item.gm4.combat_expanded.lore.lightning_description,Apply 7 stacks to strike with Lightning
item.gm4.combat_expanded.name.spark,Sparking %s
item.gm4.combat_expanded.lore.sustain,Quicker Regeneration
item.gm4.combat_expanded.name.sustain,Sustaining %s
item.gm4.combat_expanded.lore.sword_ring,Floating Sword
item.gm4.combat_expanded.lore.sword_ring_description,"Sword deals %s Damage, sneak to spin faster"
item.gm4.combat_expanded.lore.sword_ring_description_2,Damage applies effects from mainhand
item.gm4.combat_expanded.lore.sword_ring_description_3,Dealing damage reduces armor durability
item.gm4.combat_expanded.lore.sword_ring_description_4,A sword rotates around you at attack range
item.gm4.combat_expanded.name.sword_ring,Psychic %s
item.gm4.combat_expanded.lore.unburden,%s per missing %s
item.gm4.combat_expanded.name.unburden,Lightweight %s
item.gm4.combat_expanded.lore.wild_magic,It must do Something
item.gm4.combat_expanded.name.wild_magic,Wild Magic %s
item.gm4.combat_expanded.lore.unidentified,%s Unidentified Item - Drop to Identify
death.gm4.combat_expanded.link_0,%s followed eachother to their death
death.gm4.combat_expanded.link_1,%s followed %s to their death
death.gm4.combat_expanded.link_2+,%s followed %s and %s to their deaths
item.gm4.combat_expanded.lore.delay_description,Deal delayed unblockable damage
item.gm4.combat_expanded.name.double,Twofold %s
item.gm4.combat_expanded.lore.lightning_strike,Static Strikes:
item.gm4.combat_expanded.name.lightning,Charged %s
item.gm4.combat_expanded.lore.pierce_strike,Breaking Strikes:
item.gm4.combat_expanded.lore.pierce,Effect can Stack
item.gm4.combat_expanded.name.pierce,Piercing %s
item.gm4.combat_expanded.lore.swift_strike,Stacking Strikes:
item.gm4.combat_expanded.lore.swift,Max 4 %s
item.gm4.combat_expanded.name.swift,Swift %s
text.gm4.guidebook.combat_expanded.double_modifier,- Has low base attack damage but will double total attack damage
text.gm4.guidebook.combat_expanded.pierce_modifier,- Reduces armor of attacked target for 10 seconds
text.gm4.guidebook.combat_expanded.convert_modifier,- Converts armor from this piece to max health
text.gm4.guidebook.combat_expanded.sword_ring_modifier,- Spawns a floating sword to circle around the wearer\n- Lower attack speed when equipped
text.gm4.guidebook.combat_expanded.spark_modifier,- Apply a lightning charge to attacker.\n- 7+ charges cause a lightning strike
text.gm4.guidebook.combat_expanded.drain_modifier,"- Grants 1 bonus max health, up to a cap\n- Taking damage reduces max health"
text.gm4.guidebook.combat_expanded.sustain_modifier,"- Regenerate health faster"
text.gm4.guidebook.combat_expanded.focus_modifier,"- Gain attack damage, lose attack damage when damaged\n- Nearby mobs have glowing"
text.gm4.guidebook.combat_expanded.reckless_modifier,"- Decrease armor and increase attack damage for 15 seconds\n- Effect can stack until piece runs out of armor"
text.gm4.guidebook.combat_expanded.berserk_modifier,"- Gain attack damage, attack speed, movement speed and knockback resistance"
text.gm4.guidebook.combat_expanded.burn_modifier,"- Deal fire damage to nearby entities for 10 seconds, damage stacks with more kills\n- Taking damage also adds a stack\n- At 10 stacks also set entities on fire and gain fire resistance"
text.gm4.guidebook.combat_expanded.epic_armor,The following armor modifiers are only found in specific places:
text.gm4.guidebook.combat_expanded.vorpal_location,Found in The End
text.gm4.guidebook.combat_expanded.wild_magic_modifier,- Apply a random potion effect with random level and duration to wearer when damaged
text.gm4.guidebook.combat_expanded.wild_magic_location,Found in Mushroom Fields
text.gm4.guidebook.combat_expanded.link_location,Found in Deep Dark
