key,en_us
item.gm4.combat_expanded.lore.poison_strike,Noxious Strikes:
item.gm4.combat_expanded.lore.regen,Regenerate
item.gm4.combat_expanded.lore.safe,When Not Under Attack:
item.gm4.combat_expanded.lore.self,%s (Self)
item.gm4.combat_expanded.lore.shadow,Shadow Veil
item.gm4.combat_expanded.lore.soothe,Heal Pulse
item.gm4.combat_expanded.lore.totem,%s Totem
item.gm4.combat_expanded.lore.unsafe,When Under Attack:
item.gm4.combat_expanded.lore.warp,Warp
item.gm4.combat_expanded.lore.weakness_strike,Debilitating Strikes:
item.gm4.combat_expanded.lore.witch,Discharge
item.gm4.combat_expanded.lore.wither_arrow,Arrow of Wither
item.gm4.combat_expanded.lore.wither_strike,Baneful Strikes:
item.gm4.combat_expanded.name.archer,Archery %s
item.gm4.combat_expanded.name.beacon,Radiant %s
item.gm4.combat_expanded.name.canine,Canine %s
item.gm4.combat_expanded.name.challenge,Challengers %s
item.gm4.combat_expanded.name.chaos,Chaotic %s
item.gm4.combat_expanded.name.chime,Chiming %s
item.gm4.combat_expanded.name.consume,Devouring %s
item.gm4.combat_expanded.name.delay,Resonating %s
item.gm4.combat_expanded.name.eat,Yearning %s
item.gm4.combat_expanded.name.fear,Chilling %s
item.gm4.combat_expanded.name.fire,Flaming %s
item.gm4.combat_expanded.name.giant,Giant %s
item.gm4.combat_expanded.name.gloom,Gloomy %s
item.gm4.combat_expanded.name.glow,Spectral %s
item.gm4.combat_expanded.name.guardian,Custodians %s
item.gm4.combat_expanded.name.half,Fractal %s
item.gm4.combat_expanded.name.heal,Divine %s
item.gm4.combat_expanded.name.heavy,Heavy %s
item.gm4.combat_expanded.name.horse,Equestrian %s
item.gm4.combat_expanded.name.husk,Dashing %s
item.gm4.combat_expanded.name.immune,Vigorous %s
item.gm4.combat_expanded.name.link,Bolstering %s
item.gm4.combat_expanded.name.lunar,Lunar %s
item.gm4.combat_expanded.name.nocturnal,Nocturnal %s
item.gm4.combat_expanded.name.overload,Overwhelming %s
item.gm4.combat_expanded.name.poised,Fluxed %s
item.gm4.combat_expanded.name.poison,Venomous %s
item.gm4.combat_expanded.name.quick,Light %s
item.gm4.combat_expanded.name.reactive,Reactive %s
item.gm4.combat_expanded.name.retaliate,Retaliatory %s
item.gm4.combat_expanded.name.satiated,Satiated %s
item.gm4.combat_expanded.name.scout,Scouting %s
item.gm4.combat_expanded.name.second_wind,Rejuvenating %s
item.gm4.combat_expanded.name.shadow,Umbral %s
item.gm4.combat_expanded.name.shielded,Shielded %s
item.gm4.combat_expanded.name.sneak,Sly %s
item.gm4.combat_expanded.name.solid,Solid %s
item.gm4.combat_expanded.name.soothe,Soothing %s
item.gm4.combat_expanded.name.stall,Stalling %s
item.gm4.combat_expanded.name.thorns,Thorny %s
item.gm4.combat_expanded.name.totem,Totemic %s
item.gm4.combat_expanded.name.toxic,Poisonous %s
item.gm4.combat_expanded.name.unidentified,Unidentified %s
item.gm4.combat_expanded.name.vamp,Vampiric %s
item.gm4.combat_expanded.name.vorpal,Vorpal %s
item.gm4.combat_expanded.name.weakness,Crippling %s
item.gm4.combat_expanded.name.witch,Expelling %s
item.gm4.combat_expanded.name.wither,Demonic %s
text.gm4.guidebook.module_desc.combat_expanded,Use special armor and weapon modifiers to defend against mobs that grow ever stronger.
text.gm4.guidebook.combat_expanded.description,"Mobs get stronger over time, based on each adventurer.\n\nMobs will spawn with higher health, damage, movement speed and with better armour and weapons."
text.gm4.guidebook.combat_expanded.section.biome_modifiers,Area Modifiers
text.gm4.guidebook.combat_expanded.biome_modifiers,Mobs spawned in different areas have special modifiers.\n\nSome areas and biomes spawn different mobs than usual.
text.gm4.guidebook.combat_expanded.dark_areas,"Light Level 0, except in %s"
text.gm4.guidebook.combat_expanded.dark,dark
text.gm4.guidebook.combat_expanded.dark_modifier,Mobs spawned in %s areas are slightly stronger.\n\nCreepers have a higher blast radius and mobs don't drop their weapons and armour as often.
text.gm4.guidebook.combat_expanded.burned,burned
text.gm4.guidebook.combat_expanded.burned_modifier,"Mobs spawned in %s areas are weaker, but faster.\n\nHusks swarms can be found.\n\nMore mobs carry fire aspect and flame weapons."
text.gm4.guidebook.combat_expanded.deep,deep oceans
text.gm4.guidebook.combat_expanded.flowering,flowering
text.gm4.guidebook.combat_expanded.flowering_modifier,"Zombies spawned in %s areas have less health, but can respawn when killed.\n\nSlimes are larger and spawn more often."
text.gm4.guidebook.combat_expanded.growth,growth
text.gm4.guidebook.combat_expanded.growth_modifier,"Mobs spawned in %s areas are weaker, but spawn in groups.\n\nSkeletons carry melee weapons.\n\nMobs can be found wearing projectile protection gear."
text.gm4.guidebook.combat_expanded.mountainous,mountainous
text.gm4.guidebook.combat_expanded.mountainous_modifier,"Mobs spawned in %s areas are stronger, but more sparse.\n\nMore mobs carry knockback and punch weapons."
text.gm4.guidebook.combat_expanded.reef,warm oceans
text.gm4.guidebook.combat_expanded.snowy,snowy
text.gm4.guidebook.combat_expanded.snowy_modifier,"Mobs spawned in %s areas are slower, but have more health.\n\nMany attacks will apply slowness."
text.gm4.guidebook.combat_expanded.toxic,toxic
text.gm4.guidebook.combat_expanded.toxic_modifier,"- Applies poison to the attacker"
text.gm4.guidebook.combat_expanded.section.weapons_and_armor,Special Gear
text.gm4.guidebook.combat_expanded.drops,"Mobs can spawn with special gear.\n\nWeapons have a 20% drop chance and armour has a 8.5% drop chance.\n\nWhen dropped, the gear will need to be identified."
text.gm4.guidebook.combat_expanded.common_weapons,The following modifiers can be commonly found on weapons:
text.gm4.guidebook.combat_expanded.fire_modifier,"- Less attack damage, but has Fire Aspect III-V"
text.gm4.guidebook.combat_expanded.giant_modifier,- Deals damage to everything within 4 blocks
text.gm4.guidebook.combat_expanded.glow_modifier,- Makes attacked target glow and wither for 15 seconds
text.gm4.guidebook.combat_expanded.heavy_modifier,"- Stronger attack damage, but has slower attack speed\n- Knockback II-III"
text.gm4.guidebook.combat_expanded.poison_modifier,- Poisons attacked target
text.gm4.guidebook.combat_expanded.quick_modifier,"- Less attack damage, but quicker attack speed"
text.gm4.guidebook.combat_expanded.weakness_modifier,- Temporarily slows and weakens attacked target
text.gm4.guidebook.combat_expanded.rare_weapons,The following modifiers can be rarely found on weapons:
text.gm4.guidebook.combat_expanded.chaos_modifier,- Randomly enchanted every hit
text.gm4.guidebook.combat_expanded.chime_modifier,- Attacking the same mob deals double damage each hit
text.gm4.guidebook.combat_expanded.delay_modifier,"- Shortly after hitting a target, they will be dealt heavy damage, attacking through armor and effects"
text.gm4.guidebook.combat_expanded.eat_modifier,- Applies hunger to the self when a mob is hit
text.gm4.guidebook.combat_expanded.epic_weapons,The following modifiers can be very rarely found on weapons:
text.gm4.guidebook.combat_expanded.heal_modifier,- Applies healing effect to attacked target
text.gm4.guidebook.combat_expanded.wither_modifier,"- Stronger attack damage, but applies wither to self when a mob is hit"
text.gm4.guidebook.combat_expanded.equipped_armor,The following armor modifiers are activated while equipped:
text.gm4.guidebook.combat_expanded.husk_modifier,- Applies increasing speed and hunger while sprinting\n- Lower movement speed while not sprinting
text.gm4.guidebook.combat_expanded.rarity_common,Common
text.gm4.guidebook.combat_expanded.link_modifier,- Lower attack damage\n- Applies strength to nearby allies and wolves
text.gm4.guidebook.combat_expanded.beacon_modifier,- Constant light around the wearer\n- Crouching will apply glowing and a light pulse
text.gm4.guidebook.combat_expanded.canine_modifier,- Lower attack damage\n- Spawns an invulnerable dog that deals 4 damage\n- Commanding to sit will cause it to lose agro\n- Feeding it will grant strength
text.gm4.guidebook.combat_expanded.rarity_rare,Rare
text.gm4.guidebook.combat_expanded.horse_modifier,- Mounts receive resistance and speed
text.gm4.guidebook.combat_expanded.challenge_modifier,- Causes the area to be much more difficult in combat\n- Increases difficulty for mob spawns
text.gm4.guidebook.combat_expanded.rarity_epic,Epic
text.gm4.guidebook.combat_expanded.damage_taken_armor,The following armor modifiers are activated when damage is taken:
text.gm4.guidebook.combat_expanded.retaliate_modifier,- Temporarily gain stronger attack damage and quicker attack speed
text.gm4.guidebook.combat_expanded.stall_modifier,- Applies resistance to all nearby entities when attacked by a mob
text.gm4.guidebook.combat_expanded.reactive_modifier,- Gain absorption
text.gm4.guidebook.combat_expanded.vorpal_modifier,- Teleport to a random location within 16 blocks\n- Full knockback resistance when equipped
text.gm4.guidebook.combat_expanded.witch_modifier,- Clear all effects and stores them in a lingering potion dropped at the wearer's feet
text.gm4.guidebook.combat_expanded.killing_armor,The following armor modifiers are activated when upon killing:
text.gm4.guidebook.combat_expanded.vamp_modifier,- Regenerate half a heart of health
text.gm4.guidebook.combat_expanded.totem_modifier,"- Summons a totem that gives allies regeneration, resistance, speed, or strength\n- Totems can stack if mobs are kill within its range of 12 blocks"
text.gm4.guidebook.combat_expanded.fear_modifier,- Freezes nearby mobs and can deal freezing damage\n- Lower attack speed when equipped
text.gm4.guidebook.combat_expanded.consume_modifier,- Permanately increases attack damage\n- Converts to Satiated after fully charged
text.gm4.guidebook.combat_expanded.safe_armor,The following armor modifiers are activated while not in combat:
text.gm4.guidebook.combat_expanded.scout_modifier,- Quicker movement speed\n- Lower attack damage when equipped
text.gm4.guidebook.combat_expanded.archer_modifier,- Multiple arrows will be shot from a single arrow shot\n- Lower attack damage when equipped
text.gm4.guidebook.combat_expanded.shielded_modifier,- Gain absorption
text.gm4.guidebook.combat_expanded.sneak_modifier,- Gains invisibility and jump boost
text.gm4.guidebook.combat_expanded.overload_modifier,"- Gain wither\n- Higher attack damage, attack speed, and movement speed while equipped"
text.gm4.guidebook.combat_expanded.low_health_armor,The following armor modifiers are activated while below half health:
text.gm4.guidebook.combat_expanded.thorns_modifier,- Thorns enchantment is greatly increased\n- Only works if the armor is already enchanted with thorns
text.gm4.guidebook.combat_expanded.second_wind_modifier,- Grants slow regeneration
text.gm4.guidebook.combat_expanded.poised_modifier,"- Higher attack damage, but lower armor\n- Has an opposite effect when health is below 50%"
text.gm4.guidebook.combat_expanded.soothe_modifier,- AOE of healing effect and regeneration\n- Can only happen once per day
text.gm4.guidebook.combat_expanded.high_health_armor,The following armor modifiers are activated while above half health:
text.gm4.guidebook.combat_expanded.half_modifier,- Damage is dealt until wearer is at half health\n- Resistance III when equipped
text.gm4.guidebook.combat_expanded.solid_modifier,- Higher armor and full knockback resistance\n- Slower movement speed when equipped
text.gm4.guidebook.combat_expanded.immune_modifier,"- Immune to mining fatigue, poison, weakness, hunger, blindness, nausea, and wither"
text.gm4.guidebook.combat_expanded.guardian_modifier,"- When nearby allies take damage, 60% will be dealt into the wearer instead of the ally"
text.gm4.guidebook.combat_expanded.night_armor,The following armor modifiers are activated during night:
text.gm4.guidebook.combat_expanded.lunar_modifier,"- Higher attack damage, attack speed, movement speed, and armor\n- Based on moon phase, with full moon granting highest buffs"
text.gm4.guidebook.combat_expanded.gloom_modifier,"- AOE of slowness, but wearer is unaffected"
text.gm4.guidebook.combat_expanded.nocturnal_modifier,"- Higher attack damage, attack speed, and movement speed"
text.gm4.guidebook.combat_expanded.shadow_modifier,- Resistance while wearer is not hungry\n- Taking damage applies high hunger
text.gm4.guidebook.combat_expanded.deep_modifier,Mobs spawned in %s are more tougher to kill.\n\nDrowneds are more powerful as well.
text.gm4.guidebook.combat_expanded.reef_modifier,Drowneds spawned in %s are much more powerful and more frequently carry tridents.
text.gm4.guidebook.combat_expanded.toxic_modifier_2,"Mobs spawned in %s areas are weaker, but apply weakness, hunger, and poison.\n\nSpider clusters can be found."
